"ID","Date Reported","Date Occurred","Date Discovered","Author","Target","Description","Attack","Target Class","Attack Class","Country","Link"
"1","01/09/2023","05/08/2023","05/08/2023","LockBit 3.0","Zaun","British mesh fencing systems maker Zaun discloses a LockBit ransomware attack that potentially led to the compromise of data related to UK military and intelligence sites.","Malware","Manufacturing","Cyber Crime","GB","Link"
"2","01/09/2023","Between 16/07/2023 and 22/07/2023","20/07/2023","?","Associated Press","The Associated Press warns of a data breach impacting AP Stylebook customers where the attackers used the stolen data to conduct targeted phishing attacks.","Unknown","Information and communication","Cyber Crime","US","Link"
"3","01/09/2023","-","-","?","Multiple organizations","Researchers from Securonix discover DB#JAMMER, an attack campaign where threat actors are compromising exposed MSSQL databases using brute force attacks and appear to be well tooled and ready to deliver the FreeWorld ransomware and Cobalt Strike payloads.","Brute force","Multiple Industries","Cyber Crime",">1","Link"
"4","01/09/2023","End of July 2023","End of July 2023","?","Multiple organizations","Researchers from INKY discover a phishing campaign impersonating PepsiCo and infecting victims with malware.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"5","01/09/2023","02/08/2023","08/08/2023","?","Acadia Health AKA Just Kids Dental","Acadia Health, which does business under the name Just Kids Dental, files a notice of data breach after discovering that its computer system and network were attacked by ransomware. 129,623 user records are compromised.","Malware","Human health and social work","Cyber Crime","US","Link"
"6","01/09/2023","-","31/08/2023","8BASE","Fenn Termite & Pest Control","Fenn Termite & Pest Control is hit by a 8BASE ransomware attack.","Malware","Administration and support service","Cyber Crime","US","Link"
"7","01/09/2023","01/09/2023","01/09/2023","?","Debenham High School","Debenham High School says that all its computer facilities are offline as a result of a cyber attack.","Unknown","Education","Cyber Crime","GB","Link"
"8","01/09/2023","-","-","?","Highgate Wood School","The Highgate Wood School delays the beginning of the lessons by 6 days after suffering a cyber attack.","Unknown","Education","Cyber Crime","GB","Link"
"9","01/09/2023","Since August 2022","Since August 2022","?","Several African nations","Researchers from Microsoft reveal that, following coups in some African nations, Russia is exploiting the instability with the manipulation of media channels to stoke anti-French sentiment, among other things.","Coordinated Inauthentic Behavior","Multiple Industries","Cyber Warfare",">1","Link"
"10","01/09/2023","During late August 2023","During late August 2023","?","Civil society groups in South Korea","Researchers from Interlab discover a new phishing attack likely targeting civil society groups in South Korea, leading to the discovery of a novel remote access trojan called SuperBear.","Targeted Attack","Other service activities","Cyber Espionage","KR","Link"
"11","01/09/2023","Between 30/05/2023 and 03/06/2023","Between 22/06/2023 and 18/07/2023","?","Cognizant / TMG","Cognizant / TMG files a notice of data breach after discovering that an unauthorized party accessed confidential consumer data stored on the company’s computer network.","Unknown","Professional, scientific and technical","Cyber Crime","US","Link"
"12","01/09/2023","31/05/2023","31/05/2023","Clop AKA Lace Tempest, TA505, and FIN11","Indiana Family and Social Services Administration","The Indiana Family and Social Services Administration (FSSA) posts a notice announcing that the protected health information of an estimated 212,193 Indiana Medicaid members was impacted by the MOVEit data breach affecting CareSource.","CVE-2023-34362 Vulnerability","Human health and social work","Cyber Crime","US","Link"
"13","01/09/2023","01/12/2022","29/12/2022","?","UnitedHealthcare","UnitedHealthcare notifies individuals across the country of a recent data breach after an unauthorized party was able to access a UHC broker portal.","Account Takeover","Finance and insurance","Cyber Crime","US","Link"
"14","01/09/2023","03/02/2023","05/03/2023","?","Bienville Orthopaedic Specialists","Bienville Orthopaedic Specialists files a notice of data breach after discovering that an unauthorized party was able to access and acquire certain information from its network.","Unknown","Human health and social work","Cyber Crime","US","Link"
"15","01/09/2023","03/07/2023","03/07/2023","?","North Mississippi Health Services","North Mississippi Health Services reveals that they discovered unauthorized access through an employee’s email account after a phishing email was unintentionally opened.","Account Takeover","Human health and social work","Cyber Crime","US","Link"
"16","01/09/2023","During 2023","During 2023","Circle Typhoon AKA DEV-0322","US defense industrial base","Researchers from Microsoft reveal that the China-based threat group Circle Typhoon continues to target the US defense industrial base.","Multiple vulnerabilities","Public admin and defence, social security","Cyber Espionage","US","Link"
"17","01/09/2023","During 2023","During 2023","Volt Typhoon AKA DEV-0391","US defense contractors","Researchers from Microsoft reveal that the China-based threat group Volt Typhoon conducted multiple operations against US defense contractors.","Targeted Attack","Public admin and defence, social security","Cyber Espionage","US","Link"
"18","01/09/2023","During 2023","During 2023","Mulberry Typhoon AKA MANGANESE","US defense industrial base","Researchers from Microsoft reveal that the China-based threat group Mulberry Typhoon conducted multiple operations against US defense contractors.","Zero-day vulnerability","Public admin and defence, social security","Cyber Espionage","US","Link"
"19","01/09/2023","Since approximately March 2023","Since approximately March 2023","China","U.S. voters","Researchers from Microsoft reveal that China used AI-generated images to try to influence U.S. voters.","Coordinated Inauthentic Behavior","Individual","Cyber Warfare","US","Link"
"20","01/09/2023","01/09/2023","01/09/2023","?","Carlisle Area School District","The Carlisle Area School District is hit with ransomware.","Malware","Education","Cyber Crime","US","Link"
"21","01/09/2023","'Recently'","'Recently'","?","Lawrence Public Schools","The Lawrence Public Schools are working to recover $2.7 million in funds that were recently “frozen” when a staffer responded to a phishing email sent by scammers posing as a vendor for the school district.","Account Takeover","Education","Cyber Crime","US","Link"
"22","01/09/2023","-","-","?","Multiple organizations","The U.K. National Cyber Security Center (NCSC) warns of prompt injection attacks in AI with threat actors manipulating the technology behind large language model chatbots to access confidential information, generate offensive content and ""trigger unintended consequences.""","Prompt Injection","Multiple Industries","Cyber Crime",">1","Link"
"23","02/09/2023","-","01/09/2023","?","Comitato Elettrotecnico Italiano","Comitato Elettrotecnico Italiano, an educational institution, is hit by a suspected ransomware attack.","Unknown","Other service activities","Cyber Crime","IT","Link"
"24","02/09/2023","-","-","Knight","Multiple organizations in Italy","The Italian Computer Emergency Response Team (CERT-AGID) discovers a Knight ransomware campaign targeting organizations in Italy.","Malware","Mining and quarrying","Cyber Crime","IT","Link"
"25","03/09/2023","-","30/08/2023","?","Freecycle.org","Freecycle.org, a platform that allows users to recycle their belongings, prompts 7 millions of users to reset their passwords after their credentials were compromised in a data breach.","Unknown","Human health and social work","Cyber Crime","GB US","Link"
"26","03/09/2023","'Recently'","'Recently'","APT28 AKA Fancy Bear","Energy facility in Ukraine","Ukraine’s computer emergency response team (CERT-UA) reveals that the infamous Russian cyberespionage group APT 28 was caught attacking a critical energy facility in Ukraine.","Targeted Attack","Electricity, gas steam, air conditioning","Cyber Espionage","UA","Link"
"27","03/09/2023","11/07/2023","-","?","NPX","Dutch semiconductor designer and manufacturer NPX discloses a data breach affecting the email addresses of users who had registered an account on npx.com, but had not used it for at least 18 months.","Unknown","Manufacturing","Cyber Crime","NL","Link"
"28","03/09/2023","Between July and August 2023","03/09/2023","ShinyHunters","Pizza Hut Australia","More than one million customers of Pizza Hut Australia appear to have had their data acquired by the threat actor named ShinyHunters.","Misconfiguration","Accommodation and food service","Cyber Crime","AU","Link"
"29","04/09/2023","SInce May 2023","During May 2023","Multiple threat actors","Multiple organizations","Researchers from Security Joes reveal that attackers are exploiting two recent MinIO vulnerabilities (CVE-2023-28432 and CVE-2023-28434) to breach object storage systems and access private information, execute arbitrary code, and potentially take over servers.","CVE-2023-28432 and CVE-2023-28434 Vulnerabilities","Multiple Industries","Cyber Crime",">1","Link"
"30","04/09/2023","01/09/2023","01/09/2023","?","German Federal Financial Supervisory Authority (BaFin)","The German Federal Financial Supervisory Authority (BaFin) announces that an ongoing distributed denial-of-service (DDoS) attack has been impacting its website.","DDoS","Administration and support service","N/A","DE","Link"
"31","04/09/2023","04/09/2023","04/09/2023","Lazarus Group","Stake.com","Online cryptocurrency casino Stake.com announces that its ETH/BSC hot wallets had been compromised to perform unauthorized transactions, with over $40 million in crypto reportedly stolen.","Unknown","Fintech","Cyber Crime","US","Link"
"32","04/09/2023","03/09/2023","03/09/2023","?","Multiple organizations","Researchers from Phylum discover a campaign where threat actors uploaded malicious packages to PyPI, NPM, and RubyGems repositories, aimed at stealing user information from MacOS machines.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"33","04/09/2023","-","-","ALPHV AKA BlackCat","Newton Media","Newton Media is hit with a BlackCat ransomware attack.","Malware","Information and communication","Cyber Crime","CZ","Link"
"34","04/09/2023","'During September 2023'","03/09/2023","Nationalist","Simplicia","A threat actor with the moniker of Nationalist claims to have hacked Simplicia and to have stolen the data of 152,000 employees.","Unknown","Professional, scientific and technical","Cyber Crime","FR","Link"
"35","04/09/2023","'Recently'","'Recently'","?","Maiden Erlegh Trust","The Maiden Erlegh Trust suffers a ransomware attack.","Malware","Education","Cyber Crime","GB","Link"
"36","04/09/2023","-","04/09/2023","ADHD","Municipality of Padova","The group of hacktivists ADHD claims to have breached Padova Net, the web portal of the municipality of Padova (Padua).","Unknown","Professional, scientific and technical","Hacktivism","IT","Link"
"37","05/09/2023","Since January 2023","Since January 2023","Chaes","Multiple organizations","Researchers from Morphisec reveal that the Chaes malware has returned as a new, more advanced variant that includes a custom implementation of the Google DevTools protocol for direct access to the victim's browser functions, allowing it to steal data using WebSockets.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"38","05/09/2023","30/08/2023","30/08/2023","?","Coffee Meets Bagel","The Coffee Meets Bagel dating platform confirms that last week's outage was caused by hackers breaching the company's systems and deleting company data.","Unknown","Arts entertainment, recreation","Cyber Crime","US","Link"
"39","05/09/2023","-","-","?","Unknown organization(s)","The September 2023 Android security updates patches 33 vulnerabilities, including CVE-2023-35674, a zero-day bug currently targeted in the wild.","CVE-2023-35674 Vulnerability","Unknown","N/A","N/A","Link"
"40","05/09/2023","-","04/09/2023","Play","Firmdale Hotels","The Play ransomware gang claims to have hit the luxury chain Firmdale Hotels.","Malware","Accommodation and food service","Cyber Crime","GB","Link"
"41","05/09/2023","During August 2023","-","Desorden","AIS Thailand","The hacker group Desorden claims responsibility for a data breach on AIS Thailand, a prominent mobile operator in Thailand.","Unknown","Information and communication","Cyber Crime","TH","Link"
"42","05/09/2023","-","-","?","Windows, Mac, and Linux users across Korea and Thailand","Researcher from AhnLab discover an increase in the usage of the BlueShell malware by various threat actors, to target Windows, Mac, and Linux OS across Korea and Thailand.","Malware","Multiple Industries","Cyber Crime","KR TH","Link"
"43","05/09/2023","During January 2023","Since at least January 2023","?","Financial and logistics organizations in Latin America.","Researchers from Morphisec discover Chae$ 4, an advanced and previously unknown variant of the Chaes malware specifically designed to target clients of financial and logistics companies located in Latin America.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"44","05/09/2023","-","-","?","Multiple organizations","Researchers from Fortinet discover a phishing campaign distributing a new Agent Tesla variant via the exploitation of the CVE-2017-11882 and CVE-2018-0802 vulnerabilities.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"45","05/09/2023","Since September 2022","During September 2023","?","Individuals","Researchers from Sucuri discover a bogus URL shortener redirect campaign to low quality Q&A sites and monetize traffic via Google AdSense.","Ad Fraud","Individual","Cyber Crime",">1","Link"
"46","05/09/2023","-","01/06/2023","Clop AKA Lace Tempest, TA505, and FIN11","Delta Dental of California","Delta Dental of California files a notice of data breach after discovering that attackers exploited the vulnerability in MOVEit, the file-transfer application used by the company.","CVE-2023-34362 Vulnerability","Finance and insurance","Cyber Crime","US","Link"
"47","05/09/2023","-","-","Cactus","Foroni","The Cactus ransomware gang claims responsibility for a cyber attack to Foroni, an Italian manufacturer of nickel and specialty alloys and leaks a sample of 18 mb of data.","Malware","Manufacturing","Cyber Crime","IT","Link"
"48","06/09/2023","Since at least 2017","Between October 2022 and July 2023","W3LL","Over 56,000 corporate Microsoft 365 accounts in the USA, Australia and Europe","Researchers from Group-IB reveal that a threat actor known as W3LL developed a phishing kit that can bypass multi-factor authentication along with other tools that compromised more than 56,000 Microsoft 365 corporate accounts.","Account Takeover","Multiple Industries","Cyber Crime","AU US EU","Link"
"49","06/09/2023","-","-","Pandora","Multiple organizations","Researchers from Dr.Web discover a new Mirai malware botnet infecting inexpensive Android TV set-top boxes,  such as Tanix TX6 TV Box, MX10 Pro 6K, and H96 MAX X3 used by millions for media streaming.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"50","06/09/2023","Since at least end of August 2023","End of August 2023","Multiple ransomware operators including Akira and LockBit","Multiple organizations","Cisco warns of a CVE-2023-20269 zero-day vulnerability in its Cisco Adaptive Security Appliance (ASA) and Cisco Firepower Threat Defense (FTD) actively exploited by ransomware operations to gain initial access to corporate networks.","CVE-2023-20269 Vulnerability","Multiple Industries","Cyber Crime",">1","Link"
"51","06/09/2023","Since late August 2023","Since late August 2023","?","Multiple organizations","Researchers at TrueSec discover a new phishing campaign abusing Microsoft Teams to send malicious attachments that install the DarkGate Loader malware.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"52","06/09/2023","28/02/2023","21/07/2023","?","See Tickets","Ticketing services agency See Tickets notifies more than 300,000 individuals that their payment card data was stolen in a new web skimmer attack.","Malicious Script Injection","Arts entertainment, recreation","Cyber Crime","GB","Link"
"53","06/09/2023","04/09/2023","04/09/2023","LockBit 3.0","City council of Seville","The city council of Seville is hit by a ransomware LockBit ransomware attack.","Malware","Public admin and defence, social security","Cyber Crime","ES","Link"
"54","06/09/2023","'Recently'","'Recently'","?","Multiple organizations","Researchers from Malwarebytes discover a new malvertising campaign distributing the Atomic macOS Stealer, or AMOS.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"55","06/09/2023","During July 2022?","-","Dunghill Leak","Sabre","Travel booking giant Sabre says to be investigating claims of a cyberattack after a tranche of files purportedly stolen from the company appears on the The Dunghill Leak ransomware group leak site, who alleged it took about 1.3 terabytes of data.","Malware","Professional, scientific and technical","Cyber Crime","US","Link"
"56","06/09/2023","Since End of August 2023","Since End of August 2023","?","Wise users","Researchers from Bitdefender discover a phishing campaign impersonating the popular money services platform known as Wise.","Account Takeover","Finance and insurance","Cyber Crime",">1","Link"
