ID,Date Reported,Date Occurred,Date Discovered,Author,Target,Description,Attack,Target Class,Attack Class,Country,Link
1,01/01/2023,-,26/12/2022,BlackCat AKA ALPHV,Undisclosed company in financial services,"The BlackCat ransomware gang publish the data of a compromised a company in financial services, and create a replica of the victim's site to publish stolen data on it.",Malware,Finance and insurance,CC,N/A,Link
2,01/01/2023,-,-,?,Toyota Kirloskar Motor,Toyota Kirloskar Motor reports a data breach.,Unknown,Manufacturing,CC,IN,Link
3,02/01/2023,Early January 2023,Early January 2023,?,Infosec community members,A new phishing campaign is exploiting the increasing interest of security community members towards Flipper Zero to steal their personal information and cryptocurrency.,Account Takeover,Individual,CC,>1,Link
4,02/01/2023,Since at least November 2022,05/11/2022,Evil Corp,Spanish and Portuguese financial and insurance institutions,Researchers from Security Joes reveal that threat actors are using a new version of the Raspberry Robin worm to target Spanish and Portuguese financial and insurance institutions.,Malware,Finance and insurance,CC,ES PT,Link
5,02/01/2023,Between 21/10/2022 and 03/11/2022,01/11/2022,?,The Kelberman Center,"The Kelberman Center, a provider of services to individuals with autism, notifies 3,501 patients about a breach of employee email accounts.",Account Takeover,Human health and social work,CC,US,Link
6,02/01/2023,21/12/2022,-,Hive,Centro Médico Virgen De La Caridad,"The Hive ransomware gang adds another medical entity to its leak site. This time, it’s Centro Médico Virgen De La Caridad health system in Cartagena, Spain.",Malware,Human health and social work,CC,ES,Link
7,02/01/2023,02/01/2023,02/01/2023,Anonymous Cuba,University of Havana,Anonymous Cuba disables some pages of the University of Havana departments.,DDoS,Education,H,CU,Link
8,03/01/2023,-,'Recently',BitRAT,Multiple organizations,Researchers from Qualys reveal that the threat actors behind the BitRAT malware campaign have been using the stolen information of bank customers in Colombia as lures in phishing emails designed to infect targets.,Malware,Multiple Industries,CC,>1,Link
9,03/01/2023,23/12/2022,23/12/2022,?,Bristol Community College,Bristol Community College is hit with a ransomware attack.,Malware,Education,CC,US,Link
10,03/01/2023,-,-,?,Swansea Public Schools,The Swansea Public Schools institution is also hit with a ransomware attack.,Malware,Education,CC,US,Link
11,03/01/2023,During December 2022,During December 2022,?,Saint Gheorghe Recovery Hospital,"The Saint Gheorghe Recovery Hospital in Botoşani, northeastern Romania, is hit by a ransomware attack that impacts its medical operations.",Malware,Human health and social work,CC,RO,Link
12,03/01/2023,06/09/2022,21/09/2022,?,Circles of Care,"Circles of Care files notice of a data breach after confirming that an unauthorized party was able to access, and possibly steal, confidential patient information from the organization’s computer network.",Unknown,Human health and social work,CC,US,Link
13,03/01/2023,Between 10/08/2022 and 27/09/2022,-,?,Live Oak Surgery Center,"Live Oak Surgery Center discloses that two employee email accounts were compromised by an unauthorized third party, which in turn potentially caused the information of 5,264 patients to be viewed or taken.",Account Takeover,Human health and social work,CC,US,Link
14,03/01/2023,-,-,?,University of Miami Health System (UHealth),University of Miami Health System (UHealth) announces that the protected health information of 973 patients has potentially been compromised as a result of an employee’s personal data breach.,Account Takeover,Human health and social work,CC,US,Link
15,03/01/2023,03/01/2023,03/01/2023,?,Anonymous user of the decentralized GMX protocol,"An anonymous DeFi user falls victim to a phishing attack and loses $3.4 million in GMX, the native token of decentralized trading protocol GMX.",Account Takeover,Fintech,CC,N/A,Link
16,04/01/2023,-,'Recently',Threat actors from China,Multiple organizations,Researchers from K7 Security Labs discover a new campaign where attackers from China are abusing the Windows Problem Reporting (WerFault.exe) error reporting tool for Windows to load the Pupy RAT remote administration tool using a DLL sideloading technique.,Malware,Multiple Industries,CC,>1,Link
