"ID","Date Reported","Date Occurred","Date Discovered","Author","Target","Description","Attack","Target Class","Attack Class","Country","Link"
"1","01/02/2024","Between 01/04/2021 to 10709/2023","During January 2023","Patchwork APT","Android users in Pakistan","Researchers from ESET discover 12 malicious apps infected with the VajraSpy remote access tool by the India-linked Patchwork APT.","Malware","Individual","Cyber Espionage","PK","Link"
"2","01/02/2024","14/11/2023","23/11/2023","Suspected 'nation state attacker'","Cloudflare","Cloudflare discloses that its internal Atlassian server was breached by a suspected 'nation state attacker' who accessed its Confluence wiki, Jira bug database, and Bitbucket source code management system using auth tokens stolen in the Okta attack.","Account Takeover","Professional, scientific and technical","Cyber Espionage","US","Link"
"3","01/02/2024","-","-","Multiple threat actors","Multiple organizations","An international law enforcement operation code-named 'Synergia' has takes down over 1,300 command and control servers used in ransomware, phishing, and malware campaigns.",">1","Multiple Industries","Cyber Crime",">1","Link"
"4","01/02/2024","-","01/02/2024","IntelBroker","Hewlett Packard Enterprise","Hewlett Packard Enterprise (HPE) is investigating a potential new breach after a threat actor put allegedly stolen data up for sale on a hacking forum, claiming it contains HPE credentials and other sensitive information.","Unknown","Professional, scientific and technical","Cyber Crime","US","Link"
"5","01/02/2024","03/11/2023","-","?","Infosys McCamish Systems","Bank of America warns customers of a data breach exposing their personal information after Infosys McCamish Systems (IMS), one of its service providers, was hacked last year.","Unknown","Professional, scientific and technical","Cyber Crime","US","Link"
"6","01/02/2024","Since at least March 2021","March 2021","?","At least 35 individuals in Jordan","A joint forensic investigation by Access Now, the Citizen Lab at the Munk School of Global Affairs at the University of Toronto (the Citizen Lab), and local partners uncover that at least 35 individuals in Jordan have been targeted with Israeli firm NSO Group’s Pegasus spyware.","Malware","Individual","Cyber Espionage","JO","Link"
"7","01/02/2024","-","-","Coldriver a.k.a. Iron Frontier, Calisto, Star Blizzard/Seaborgium","Researchers and academics in the U.K.","Threat actors working for Russia’s intelligence services are impersonating researchers and academics in an ongoing campaign to gain access to their colleagues’ email accounts.","Account Takeover","Individual","Cyber Espionage","GB","Link"
"8","01/02/2024","During 2023","During 2023","?","1,500 victims worldwide","Researchers at Akamai discover a variant of FritzFrog, a long-running botnet, now abusing the Log4Shell CVE-2021-44228 vulnerability.","CVE-2021-44228 Vulnerability","Multiple Industries","Cyber Crime",">1","Link"
"9","01/02/2024","31/01/2024","31/01/2024","Homeland Justice","Albania's Institute of Statistics (INSTAT)","Homeland Justice, an Iran-linked hacking group with a history of targeting Albanian state agencies and businesses says that it was behind an attack on the country’s Institute of Statistics (INSTAT), which is responsible for census information and other official statistics.","Unknown","Public admin and defence, social security","Hacktivism","AL","Link"
"10","01/02/2024","-","-","?","Municipality of Sant Antoni de Portmany","The Municipality of Sant Antoni de Portmany in the Island of Ibiza, suffers a ransomware attack.","Ransomware","Public admin and defence, social security","Cyber Crime","ES","Link"
"11","01/02/2024","Since the start of 2024","Since the start of 2024","?","Multiple organizations","Researchers from Cado Security reveal that exposed Docker API endpoints over the internet are under assault from a sophisticated cryptojacking campaign called Commando Cat.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"12","01/02/2024","During the second half of January 2024","During the second half of January 2024","?","Multiple organizations","Researchers at Check Point discover a surge in cyberattacks involving fake voicemails distributing malware.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"13","01/02/2024","25/07/2023","15/08/2023","?","Knight Barry Title","Knight Barry Title files a notice of data breach after discovering that a recent cyberattack resulted in threat actors being able to access the company’s computer network.","Ransomware","Finance and insurance","Cyber Crime","US","Link"
"14","01/02/2024","01/02/2024","01/02/2024","Anonymous Sudan","Flydubai","Anonymous Sudan claims responsibility for a DDOS attack against the UAE’s Flydubai Airline.","DDoS","Transportation and storage","Hacktivism","UAE","Link"
"15","01/02/2024","23/01/2024","-","?","Beaumont Independent School District","The Beaumont ISD phone system is back online following a ransomware attack.","Ransomware","Education","Cyber Crime","US","Link"
"16","02/02/2024","'Recently'","'Recently'","?","AnyDesk","AnyDesk confirms that it suffered a recent cyberattack that allowed threat actors to gain access to the company's production systems.","Unknown","Professional, scientific and technical","N/A","DE US","Link"
"17","02/02/2024","-","-","Threat actors from China","Multiple government agencies in the Philippines","Government agencies in the Philippines announce they had repelled a cyberattack from threat actors suspected to be based in China.","Targeted Attack","Public admin and defence, social security","Cyber Espionage","PH","Link"
"18","02/02/2024","-","-","?","Municipality of Germantown","Tennessee's Germantown announces a ransomware attack.","Ransomware","Public admin and defence, social security","Cyber Crime","US","Link"
"19","02/02/2024","-","-","Shuckworm a.k.a. Gamaredon and Primitive Bear","Ukrainian military","Researchers from Securonix reveal the details of the STEADY#URSA campaign, an ongoing operation carried on by the russia-linked APT group Shuckworm (aka Gamaredon, and Primitive Bear, targeting the Ukrainian military with a new PowerShell backdoor called Subtle-Paws","Targeted Attack","Public admin and defence, social security","Cyber Espionage","UA","Link"
"20","02/02/2024","During April 2023","During April 2023","?","North Carolina Housing Finance Agency","The North Carolina Housing Finance Agency (NCHFA) loses nearly $3 million in a business email compromise (BEC) scam.","Business Email Compromise","Public admin and defence, social security","Cyber Crime","US","Link"
"21","02/02/2024","'Recently'","'Recently'","?","Multiple organizations","Researchers from Palo Alto discover a new spike of activity attributed to Mispadu Stealer.","Malware","Multiple Industries","Cyber Crime",">1","Link"
