"ID","Date Reported","Date Occurred","Date Discovered","Author","Target","Description","Attack","Target Class","Attack Class","Country","Link"
"1","16/04/2024","Since December 2023","Since December 2024","TA427, a.k.a. Emerald Sleet, APT43, THALLIUM or Kimsuky.","Foreign policy experts for insight into US and the Republic of Korea","Researchers from Proofpoint reveal the details of a campaign orchestrated by threat actors aligned with North Korea and targeting foreign policy experts for insight into US and the Republic of Korea.","Targeted Attack","Individual","Cyber Espionage",">1","Link"
"2","16/04/2024","Since early March 2024","Since early March 2024","Multiple threat actors","Multiple organizations","Researchers from Fortinet observe multiple botnets exploiting CVE-2023-1389, a vulnerability targeting TP-Link Archer AX21 (AX1800) routers.","CVE-2023-1389 Vulnerability","Multiple Industries","Cyber Crime",">1","Link"
"3","16/04/2024","Since February 2022","Since February 2022","Russia","Czech national railway operator České dráhy","Czech transport minister Martin Kupka warn that Russia conducted ‘thousands’ of attempts to sabotage railways, attempting to interfere with train networks and signals.","Unknown","Transportation and storage","Cyber Warfare","CZ","Link"
"4","16/04/2024","Since at least 18/03/2024","16/04/2024","?","Multiple organizations","Researchers from Cisco Talos warn about a global surge in brute-force attacks targeting various devices, including Virtual Private Network (VPN) services, web application authentication interfaces, and SSH services.","Brute-force","Multiple Industries","Cyber Crime",">1","Link"
"5","16/04/2024","-","-","UAC-0184","Ukrainian armed forces","The Computer Emergency Team of Ukraine (CERT-UA) warns that threat actors from the group UAC-0184 are increasingly trying to plant data-stealing malware on messaging apps used by the Ukrainian armed forces.","Targeted Attack","Public admin and defence, social security","Cyber Espionage","UA","Link"
"6","16/04/2024","-","-","L00KUPRU","Multiple organizations","Researchers from Broadcom discover L00KUPRU, a new variant of the Xorist ransomware, encrypting user files with the .L00KUPRU extension.","Ransomware","Multiple Industries","Cyber Crime",">1","Link"
"7","16/04/2024","-","27/03/2024","8Base","United Nations Development Programme","​The United Nations Development Programme (UNDP) investigates a cyberattack after threat actors breached its IT systems to steal human resources data. The 8Base ransomware operation claims responsibility for the attack.","Ransomware","Extraterritorial orgs and bodies","Cyber Crime","INT","Link"
"8","16/04/2024","-","-","?","Argentina's driver licenses","A threat actor allegedly hacks a database holding 5.7M Argentina’s driver’s licenses, requesting a payment of $3,000 USD for whoever wishes to purchase the images of Argentine licenses.","Unknown","Unknown","Cyber Crime","AR","Link"
"9","16/04/2024","Between 2017 and 2022","Between 2017 and 2022","?","Individuals in Poland","Poland’s national prosecutor Adam Bodnar declares that nearly 578 citizens were targeted with powerful commercial spyware Pegasus between 2017 and 2022.","Targeted Attack","Individual","Cyber Espionage","PL","Link"
"10","16/04/2024","-","15/04/2024","8Base","Atlantic States Marine Fisheries Commission","The Atlantic States Marine Fisheries Commission (ASMFC) suffers an 8Base ransomware attack.","Ransomware","Administration and support service","Cyber Crime","US","Link"
