"ID","Date Reported","Date Occurred","Date Discovered","Author","Target","Description","Attack","Target Class","Attack Class","Country","Link"
"1","16/04/2023","Since at least 16/04/2023","16/04/2023","LockBit 3.0","Multiple organizations","The LockBit ransomware gang has created encryptors targeting Macs for the first time, likely becoming the first major ransomware operation to ever specifically target macOS.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"2","16/04/2023","'Over the past few months''","-","Mint Sandstorm AKA Phosphorous","Critical Infrastructures in the U.S.","Microsoft reveals that the Iranian hacking group known as 'Mint Sandstorm' is conducting cyberattacks on US critical infrastructure in what is believed to be retaliation for recent attacks on Iran's infrastructure.","Targeted Attack","Water supply, waste mgmt, remediation","Cyber Espionage","US","Link"
"3","16/04/2023","-","-","CrossLock","Valid Certificadora","Valid Certificadora, a Brazilian firm that issues digital certificates used by both businesses and public entities is added to the CrossLock ransomware leak site.","Malware","Professional, scientific and technical","Cyber Crime","BR","Link"
"4","17/04/2023","From 2016 to present","-","Forty officers of China’s Ministry of Public Security (MPS)","Residents of the United States","Forty officers of China’s Ministry of Public Security (MPS), along with two officials of the Cyberspace Administration of China are accused of running a sophisticated troll farm directed at residents of the United States.","Coordinated Inauthentic Behavior","Individual","Cyber Warfare","US","Link"
"5","17/04/2023","'Recently'","'Recently'","Trigona","Misconfigured Microsoft SQL (MS-SQL) servers","Researchers from AhnLab discover that attackers are hacking into poorly secured and Interned-exposed Microsoft SQL (MS-SQL) servers to deploy Trigona ransomware payloads and encrypt all files.","Misconfiguration","Multiple Industries","Cyber Crime",">1","Link"
"6","17/04/2023","Early April 2023","Early April 2023","QBot (AKA QakBot, QuackBot, and Pinkslipbot)","Multiple organizations","Researchers from Kaspersky warn of a new QBot campaign leveraging hijacked business emails to deliver malware.","Malware","Finance and insurance","Cyber Crime",">1","Link"
"7","17/04/2023","Since at least January 2023","During January 2023","?","Taxpayers in Australia","Researchers from Cofense discover a highly spoofed phishing email campaign imitating the Australian Tax Office (ATO) and MyGov websites.","Account Takeover","Individual","Cyber Crime","AU","Link"
"8","17/04/2023","-","-","APT36 AKA Transparent Tribe","Indian government organizations, military personnel, and defense contractors","Researchers from Uptycs discover a new Linux malware, Poseidon, deployed by the Pakistani APT36 group targeting Indian government organizations, military personnel, and defense contractors and using the Kavach authentication tool, a two-factor authentication (2FA) solution provided by the Indian government for secure access to their email services,  as a cover to deliver the Poseidon payload.","Targeted Attack","Public admin and defence, social security","Cyber Espionage","IN","Link"
"9","17/04/2023","-","-","RedLine Stealer","Multiple organizations","Researchers from ESET, temporarily disrupt the operations of the RedLine Stealer with the help of GitHub, used as a dead drop resolver.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"10","17/04/2023","30/03/2023","30/03/2023","?","Evide","Evide, a data management company in Northern Ireland, is hit with a ransomware attack.","Malware","Information and communication","Cyber Crime","IE","Link"
"11","17/04/2023","03/03/2023","03/03/2023","?","Traditions Bank","Traditions Bank files a notice of data breach after learning that an unauthorized party removed files containing confidential customer information from the bank’s computer system.","Unknown","Finance and insurance","Cyber Crime","US","Link"
"12","17/04/2023","-","18/02/2023","?","Graceworks Lutheran Services","Graceworks Lutheran Services, a social services organization, suffered a breach that impacted 6,737 individuals, when the organization discovered unauthorized activity within its systems.§","Unknown","Human health and social work","Cyber Crime","US","Link"
"13","17/04/2023","25/12/2022","18/03/2023","?","Alaska Railroad Corporation (ARRC)","Alaska Railroad Corporation (ARRC) discloses to have suffered a cyber attack compromising the details of 7,413 individuals.","Unknown","Transportation and storage","Cyber Crime","US","Link"
"14","17/04/2023","-","-","LockBit 3.0","Pineland Schools","Pineland Schools is added to the LockBit ransomware site with some files as proof of claim. The attackers claim  to have 64GB of data.","Malware","Education","Cyber Crime","US","Link"
"15","17/04/2023","-","-","Medusa","","Uniondale Union Free School District (UUFSD) in New York is added to Medusa’s leak site with some files leaked.","Malware","Education","Cyber Crime","US","Link"
