"ID","Date Reported","Date Occurred","Date Discovered","Author","Target","Description","Attack","Target Class","Attack Class","Country","Link"
"1","01/03/2024","Since at least September 2023","Since at least September 2023","?","Users in Angola, Armenia, Botswana, Egypt, Indonesia, Kazakhstan, Mongolia, Oman, the Philippines, Saudi Arabia, and Trinidad and Tobago","Researchers from Recorded Future identify a new infrastructure likely used by the operators of the commercial spyware known as Predator in at least 11 countries.","Targeted Attack","Individual","Cyber Espionage","AO AM BW EG ID KZ MN OM PH SA TT","Link"
"2","01/03/2024","End of February 2024","Since August 2023","?","WordPress sites","Researchers from Sucuri identified a fresh wave of SocGholish (fake browser update) infections targeting WordPress websites.",">1 (Account Takeover, Malware)","Multiple Industries","Cyber Crime",">1","Link"
"3","01/03/2024","Since at least January 2024","Since at least January 2024","?","Mac users in the crypto space","Researchers from Malwarebytes unveil a campaign where cyber criminals are targeting Mac users interested in cryptocurrency opportunities with fake calendar invites. During the attacks the criminals will send a link supposedly to add a meeting to the target’s calendar. In reality the link runs a script to install Mac malware on the target’s machine.","Malware","Fintech","Cyber Crime",">1","Link"
"4","01/03/2024","26/01/2024","31/01/2024","?","Muscatine Power and Water","Muscatine Power and Water warns the public of a ransomware attack discovered on January 26.","Ransomware","Water supply, waste mgmt, remediation","Cyber Crime","US","Link"
"5","03/03/2024","01/03/2024","01/03/2024","31/01/2024","Mr Green Gaming","Mr Green Gaming, a game community, suffers a breach when an inactive admin account is exploited, resulting in the leak of personal details belonging to 27,000 members.","Account Takeover","Arts entertainment, recreation","Cyber Crime","N/A","Link"
"6","04/03/2024","-","-","RA World","Several healthcare organizations in the Latin American region","Researchers from Trend Micro discover a campaign from the RA World ransomware group, targeting several healthcare organizations in the Latin American region.","Ransomware","Human health and social work","Cyber Crime",">1","Link"
"7","04/03/2024","-","-","?","American Express merchant processor","American Express warns customers that credit cards were exposed in a third-party data breach after a merchant processor was hacked.","Unknown","Fintech","Cyber Crime","US","Link"
"8","04/03/2024","26/02/2024","26/02/2024","TA577","Mutiple organizations","Researchers from Proofpoint identify the threat actor TA577 using a new attack chain to demonstrate an uncommonly observed objective: stealing NT LAN Manager (NTLM) authentication information.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"9","04/03/2024","26/02/2024","26/02/2024","TA577","Mutiple organizations","Researchers from Proofpoint identify a second campaign by the threat actor TA577 using a new attack chain to demonstrate an uncommonly observed objective: stealing NT LAN Manager (NTLM) authentication information.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"10","04/03/2024","-","-","Kimsuky a.k.a. Thallium, Velvet Chollima, and KTA082","Mutiple organizations","Researchers from Kroll reveal that the North Korean APT hacking group Kimsuky is exploiting ScreenConnect flaws, particularly CVE-2024-1708 and CVE-2024-1709, to infect targets with a new malware variant dubbed ToddlerShark.","CVE-2024-1708 and CVE-2024-1709 Vulnerabilities","Multiple Industries","Cyber Espionage",">1","Link"
"11","04/03/2024","'In recent months'","'In recent months'","Threat actors from North Korea","Two South Korean microchip equipment companies","The South Korean National Intelligence Service (NIS) reveal that North Korean hackers breached at least two South Korean microchip equipment companies in recent months, stealing product design drawings and facility site photos.","Targeted Attack","Manufacturing","Cyber Espionage","KR","Link"
"12","04/03/2024","-","-","Main Intelligence Directorate (GUR) of Ukraine's Ministry of Defense","Russian Ministry of Defense (Minoborony)","The Main Intelligence Directorate (GUR) of Ukraine's Ministry of Defense claims that it breached the servers of the Russian Ministry of Defense (Minoborony) and stole sensitive documents.","Unknown","Public admin and defence, social security","Cyber Warfare","RU","Link"
"13","04/03/2024","'Recently'","'Recently'","?","Brazilian banking users","Researchers from Fortinet discover a Trojan, dubbed CHAVECLOAK, targeting Brazilian banking users via malicious PDFs.","Malware","Finance and insurance","Cyber Crime","BR","Link"
"14","04/03/2024","29/10/2023","12/02/2024","LockBit","Fidelity Investments Life Insurance","Fidelity Investments Life Insurance informs roughly 28,000 individuals that their personal information was compromised in a data breach at third-party services provider Infosys McCamish System (IMS).","Ransomware","Finance and insurance","Cyber Crime","US","Link"
"15","04/03/2024","-","04/03/2024","?","South St. Paul Public Schools","South St. Paul Public Schools alerts families to an ongoing technology disruption that is being investigated.","Unknown","Education","Cyber Crime","US","Link"
"16","04/03/2024","19/02/2024","04/03/2024","Russia","German Federal Defense (Bundeswehr)","Russia publishes an intercepted conversation via Webex, in which Bundeswehr officials discuss the country’s support for Ukraine, particularly around the supply of Taurus cruise missiles.","Unknown","Public admin and defence, social security","Cyber Warfare","DE","Link"
"17","05/03/2024","Since October 2023","Since October 2023","GhostSec and Stormous","Organizations in Lebanon, Israel, South Africa, Turkey, Egypt, India, Vietnam, and Thailand, as well as other locations.","Researchers from Cisco Talos reveal that two ransomware groups, GhostSec and Stormous, have joined forces in attack campaigns with double-extortion attacks using the new GhostLocker 2.0 ransomware.","Ransomware","Multiple Industries","Cyber Crime","EG IL IN LB TH TR VN ZA >1","Link"
"18","05/03/2024","03/03/2024","03/03/2024","?","Canada's FINTRAC","Canada’s financial intelligence agency FINTRAC (Financial Transactions and Reports Analysis Centre of Canada) announces pulling its corporate systems offline due to a cyber incident that struck over the weekend.","Unknown","Public admin and defence, social security","Cyber Crime","CA","Link"
"19","05/03/2024","Since December 2023","Since December 2023","?","Multiple organizations","Researchers from Zscaler discover a threat actor creating fraudulent Skype, Google Meet, and Zoom websites to spread the SpyNote RAT to Android users and NjRAT and DCRat to Windows users.","Malware","Multiple Industries","Cyber Crime",">1","Link"
"20","05/03/2024","Since at least late 2022","'Recently'","?","Organizations in Japan, Singapore, China, Hong Kong, and other Asian countries","Researchers from AhnLab discover a new malware dubbed 'WogRAT' targeting both Windows and Linux in attacks abusing an online notepad platform named 'aNotepad' as a covert channel for storing and retrieving malicious code.","Malware","Multiple Industries","Cyber Crime","CN HK JP SG >1","Link"
"21","05/03/2024","-","-","?","Unknown organization(s)","Apple releases emergency security updates to address two iOS zero-day vulnerabilities, respectively tracked as CVE-2024-23225 and CVE-2024-23296, exploited in attacks against iPhone devices.","CVE-2024-23225 and CVE-2024-23296 Vulnerabilities","Unknown","N/A","N/A","Link"
"22","05/03/2024","'a few months ago'","'a few months ago'","?","Undisclosed organization","Researchers from Kaspersky detect Malicious actors abusing the open-source hypervisor platform QEMU as a tunneling tool in a cyberattack against a large company.","Unknown","Unknown","N/A","N/A","Link"
"23","05/03/2024","Since January 2024","Since January 2024","?","Multiple organizations","Researchers from Sucuri discover a new variant of the Angel Drainer campaign resulting in distributed brute force attacks against target WordPress websites.","Brute-force","Multiple Industries","Cyber Crime",">1","Link"
"24","05/03/2024","-","-","Jasmin","Multiple organizations","Security researchers uncover multiple cases of JetBrains TeamCity exploitation (CVE-2024-27198, CVE-2024-27199) being followed up by deployments of (suspected modified) Jasmin Ransomware.","CVE-2024-27198 and CVE-2024-27199 Vulnerabilities","Multiple Industries","Cyber Crime",">1","Link"
"25","05/03/2024","-","-","?","Mutiple organizations","Researchers from CYFIRMA discover a destructive malware of Russian origin dubbed WinDestroyer.","Malware","Multiple Industries","Cyber Warfare",">1","Link"
"26","05/03/2024","During 2023","During 2023","ALPHV a.k.a. BlackCat","Undisclosed organization","Researchers from Sygnia reveal the details of a ransomware attack carried out from the BlackCat/ALPHV ransomware operation.","Ransomware","Unknown","Cyber Crime","N/A","Link"
"27","05/03/2024","05/03/2024","05/03/2024","?","WOOFi","Decentralized finance platform WOOFi experiences an $8.75 million exploit when an unidentified hacker used flash loans to manipulate the algorithm.","Flash Loan","Fintech","Cyber Crime","AR","Link"
"28","06/03/2024","-","-","TA4903","Organizations in various industries including construction, manufacturing, energy, finance, food and beverage, and other","Researchers from Proofpoint observe an increase in credential phishing and fraud campaigns from TA4903, spoofing various small and medium-sized businesses (SMBs) across various industries including construction, manufacturing, energy, finance, food and beverage,","Business Email Compromise","Multiple Industries","Cyber Crime",">1","Link"
"29","06/03/2024","-","-","?","Unknown organization(s)","The U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds the CVE-2021-36380 Sunhillo SureLine OS Command Injection Vulnerability to its Known Exploited Vulnerabilities (KEV) catalog.","CVE-2021-36380 Vulnerability","Unknown","N/A","N/A","Link"
"30","06/03/2024","-","-","?","Unknown organization(s)","""The U.S. Cybersecurity and Infrastructure Security Agency (CISA) adds the CVE-2023-21237 Android Pixel Information Disclosure Vulnerability to its Known Exploited Vulnerabilities (KEV) catalog.","CVE-2023-21237 Vulnerability","Unknown","N/A","N/A","Link"
"31","06/03/2024","-","-","?","PetSmart","Pet retail giant PetSmart warns some customers their passwords were reset due to an ongoing credential stuffing attack attempting to breach accounts.","Credential Stuffing","Wholesale and retail","Cyber Crime","US","Link"
